범주	file:line	함수	호출 경로 요약	관리채널 도달	도달 사유	(B) 요소	현재 retire 주체	r5 행	리뷰 태그	callee	순번	깊이	seed 종류
B	src/services/discord/session_runtime.rs:588	bootstrap_thread_session	bootstrap_thread_session → sync_inflight_worktree_context → load_inflight_state → backfill_finalizer_turn_id_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write	예	세션 런타임	C(custody) [모듈규칙]	session_runtime	누락	-	sync_inflight_worktree_context	1	5	wrapper-call
B	src/services/discord/session_runtime.rs:619	bootstrap_thread_session	bootstrap_thread_session → sync_inflight_worktree_context → load_inflight_state → backfill_finalizer_turn_id_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write	예	세션 런타임	C(custody) [모듈규칙]	session_runtime	누락	-	sync_inflight_worktree_context	2	5	wrapper-call
B	src/services/discord/session_runtime/worktree.rs:565	reconstruct_managed_worktree_metadata	reconstruct_managed_worktree_metadata → sync_inflight_worktree_context → load_inflight_state → backfill_finalizer_turn_id_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write	예	세션 런타임	C(custody) [모듈규칙]	session_runtime	누락	-	sync_inflight_worktree_context	1	5	wrapper-call
B	src/services/discord/session_runtime/worktree.rs:597	sync_inflight_worktree_context	sync_inflight_worktree_context → load_inflight_state → backfill_finalizer_turn_id_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write	예	세션 런타임	C(custody) [모듈규칙]	session_runtime	누락	-	load_inflight_state	1	4	unnamed-fn-caller
B	src/services/discord/session_runtime/worktree.rs:599	sync_inflight_worktree_context	sync_inflight_worktree_context → save_inflight_state_if_identity_unchanged → save_inflight_state_if_identity_unchanged_in_root → save_inflight_state_identity_gated_in_root → persist_under_lock_with_snapshot → persist_under_lock_inner → atomic_write	예	세션 런타임	C(custody) [모듈규칙]	session_runtime	누락	-	save_inflight_state_if_identity_unchanged	1	5	wrapper-call
B	src/services/discord/standby_relay.rs:192	run_standby_relay	run_standby_relay → load_inflight_state → backfill_finalizer_turn_id_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write	예	standby relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	standby 완료 mirror/clear	S09	R11(fn)	load_inflight_state	1	4	unnamed-fn-caller
B	src/services/discord/standby_relay.rs:212	run_standby_relay	run_standby_relay → refresh_standby_inflight_heartbeat → refresh_inflight_last_offset_if_matches_identity → refresh_inflight_last_offset_if_matches_identity_in_root → atomic_write	예	standby relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	standby 완료 mirror/clear	S09	R11(fn)	refresh_standby_inflight_heartbeat	1	3	wrapper-call
B	src/services/discord/standby_relay.rs:239	run_standby_relay	run_standby_relay → complete_standby_inflight_state → clear_inflight_state_if_matches_identity_after_delivery → clear_inflight_state_if_matches_identity_after_delivery_in_root → atomic_write	예	standby relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	standby 완료 mirror/clear	S09(fn)	R11	complete_standby_inflight_state	1	3	unnamed-fn-caller
B	src/services/discord/standby_relay.rs:555	refresh_standby_inflight_heartbeat	refresh_standby_inflight_heartbeat → refresh_inflight_last_offset_if_matches_identity → refresh_inflight_last_offset_if_matches_identity_in_root → atomic_write	예	standby relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	standby 완료 mirror/clear	S09	-	refresh_inflight_last_offset_if_matches_identity	1	2	wrapper-call
B	src/services/discord/standby_relay.rs:622	complete_standby_inflight_state	complete_standby_inflight_state → load_inflight_state → backfill_finalizer_turn_id_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write	예	standby relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	standby 완료 mirror/clear	S09	-	load_inflight_state	1	4	unnamed-fn-caller
B	src/services/discord/standby_relay.rs:661	complete_standby_inflight_state	complete_standby_inflight_state → clear_inflight_state_if_matches_identity_after_delivery → clear_inflight_state_if_matches_identity_after_delivery_in_root → atomic_write	예	standby relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	standby 완료 mirror/clear	S09	-	clear_inflight_state_if_matches_identity_after_delivery	1	2	wrapper-call
B	src/services/discord/standby_relay.rs:895	deliver_response	deliver_response → deliver_short_replace_via_controller → persist_sink_delivery → mark_session_bound_relay_delivered_locked → mark_session_bound_relay_delivered_locked_in_root → persist_under_lock → persist_under_lock_inner → atomic_write	예	standby relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	standby 완료 mirror/clear	S09(fn)	R11	deliver_short_replace_via_controller	1	6	unnamed-fn-caller
B	src/services/discord/status_panel_orphan_store.rs:746	drain	drain → load_inflight_state → backfill_finalizer_turn_id_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write	예	status panel 저장소	R(수동 재생)	panel cleanup	누락	M13(fn)	load_inflight_state	1	4	unnamed-fn-caller
B	src/services/discord/status_panel_orphan_store.rs:763	drain	drain → load_inflight_state → backfill_finalizer_turn_id_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write	예	status panel 저장소	R(수동 재생)	panel cleanup	누락	M13(fn)	load_inflight_state	2	4	unnamed-fn-caller
B	src/services/discord/task_notification_delivery/mod.rs:680	ensure_card_with_shared	ensure_card_with_shared → load_inflight_state → backfill_finalizer_turn_id_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write	예	알림 카드(관리 채널 포함)	N(알림) [모듈규칙]	task_notification store	누락	-	load_inflight_state	1	4	unnamed-fn-caller
B	src/services/discord/terminal_ui_obligation.rs:257	resolve_terminal_ui_session	resolve_terminal_ui_session → load_inflight_state → backfill_finalizer_turn_id_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write	불명	discord 기타 모듈; 채널 선택 인자 추적 필요	불명	불명	누락	-	load_inflight_state	1	4	unnamed-fn-caller
B	src/services/discord/tmux.rs:1852	watcher_should_yield_to_active_bridge_turn	watcher_should_yield_to_active_bridge_turn → load_inflight_state → backfill_finalizer_turn_id_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write	예	watcher lifecycle·frontier	G(재개)·C(custody) [모듈규칙]	watcher lifecycle	누락	-	load_inflight_state	1	4	unnamed-fn-caller
B	src/services/discord/tmux.rs:2088	reconcile_orphan_suppressed_placeholder_for_restored_watcher	reconcile_orphan_suppressed_placeholder_for_restored_watcher → load_inflight_state → backfill_finalizer_turn_id_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write	예	watcher lifecycle·frontier	G(재개)·C(custody) [모듈규칙]	watcher lifecycle	누락	-	load_inflight_state	1	4	unnamed-fn-caller
B	src/services/discord/tmux.rs:2195	persist_watcher_stream_progress	persist_watcher_stream_progress → persist_watcher_stream_progress_locked → persist_watcher_stream_progress_locked_in_root → persist_under_lock → persist_under_lock_inner → atomic_write	예	watcher lifecycle·frontier	G(재개)·C(custody) [모듈규칙]	watcher lifecycle	누락	-	persist_watcher_stream_progress_locked	1	4	wrapper-call
B	src/services/discord/tmux/monitor_auto_turn_inflight.rs:19	ensure_monitor_auto_turn_inflight	ensure_monitor_auto_turn_inflight → load_inflight_state → backfill_finalizer_turn_id_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write	예	watcher lifecycle	G(재개)·C(custody) [모듈규칙]	watcher lifecycle	누락	-	load_inflight_state	1	4	unnamed-fn-caller
B	src/services/discord/tmux/monitor_auto_turn_inflight.rs:51	ensure_monitor_auto_turn_inflight	ensure_monitor_auto_turn_inflight → save_inflight_state_create_new → save_inflight_state_create_new_in_root → create_new_atomic_write → atomic_write	예	watcher lifecycle	G(재개)·C(custody) [모듈규칙]	watcher lifecycle	누락	-	save_inflight_state_create_new	1	3	wrapper-call
B	src/services/discord/tmux_kill_policy.rs:137	provider_native_output_offset_for_stop	provider_native_output_offset_for_stop → load_inflight_state → backfill_finalizer_turn_id_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write	불명	discord 기타 모듈; 채널 선택 인자 추적 필요	불명	불명	누락	-	load_inflight_state	1	4	unnamed-fn-caller
B	src/services/discord/tmux_reaper.rs:49	recorded_inflight_tmux_session_name	recorded_inflight_tmux_session_name → load_inflight_state → backfill_finalizer_turn_id_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write	예	tmux reaper	C(custody) [모듈규칙]	tmux_reaper	누락	-	load_inflight_state	1	4	unnamed-fn-caller
B	src/services/discord/tmux_reaper.rs:79	finalize_stale_busy_turn	finalize_stale_busy_turn → stale_busy_mailbox → clear_inflight:true	예	tmux reaper	C(custody) [모듈규칙]	tmux_reaper	누락	-	stale_busy_mailbox	1	1	unnamed-fn-caller
B	src/services/discord/tmux_reaper.rs:167	heal_stale_busy_mailbox_with_probe	heal_stale_busy_mailbox_with_probe → finalize_stale_busy_turn → stale_busy_mailbox → clear_inflight:true	예	tmux reaper	C(custody) [모듈규칙]	tmux_reaper	누락	-	finalize_stale_busy_turn	1	2	wrapper-call
B	src/services/discord/tmux_reaper.rs:192	heal_stale_busy_mailbox	heal_stale_busy_mailbox → heal_stale_busy_mailbox_with_probe → finalize_stale_busy_turn → stale_busy_mailbox → clear_inflight:true	예	tmux reaper	C(custody) [모듈규칙]	tmux_reaper	누락	-	heal_stale_busy_mailbox_with_probe	1	3	unnamed-fn-caller
B	src/services/discord/tmux_reaper.rs:238	reap_stale_busy_mailboxes_with_probe	reap_stale_busy_mailboxes_with_probe → heal_stale_busy_mailbox_with_probe → finalize_stale_busy_turn → stale_busy_mailbox → clear_inflight:true	예	tmux reaper	C(custody) [모듈규칙]	tmux_reaper	누락	-	heal_stale_busy_mailbox_with_probe	1	3	unnamed-fn-caller
B	src/services/discord/tmux_reaper.rs:254	reap_stale_busy_mailboxes	reap_stale_busy_mailboxes → reap_stale_busy_mailboxes_with_probe → heal_stale_busy_mailbox_with_probe → finalize_stale_busy_turn → stale_busy_mailbox → clear_inflight:true	예	tmux reaper	C(custody) [모듈규칙]	tmux_reaper	누락	-	reap_stale_busy_mailboxes_with_probe	1	4	wrapper-call
B	src/services/discord/tmux_reaper.rs:412	reap_dead_tmux_sessions	reap_dead_tmux_sessions → reap_stale_busy_mailboxes → reap_stale_busy_mailboxes_with_probe → heal_stale_busy_mailbox_with_probe → finalize_stale_busy_turn → stale_busy_mailbox → clear_inflight:true	예	tmux reaper	C(custody) [모듈규칙]	tmux_reaper	누락	-	reap_stale_busy_mailboxes	1	5	wrapper-call
B	src/services/discord/tmux_restart_handoff.rs:370	start_restart_handoff_from_state	start_restart_handoff_from_state → clear_inflight_state → remove_file	예	restart handoff가 watcher 턴 행을 재생	D(drain)·G(재개)·C(custody)	자기 자신(무조건 clear)	누락	M1,R32	clear_inflight_state	1	1	wrapper-call
B	src/services/discord/tmux_restart_handoff.rs:390	resume_aborted_restart_turn	resume_aborted_restart_turn → load_inflight_state → backfill_finalizer_turn_id_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write	예	restart handoff가 watcher 턴 행을 재생	D(drain)·G(재개)·C(custody)	자기 자신(무조건 clear)	누락	M1(fn)	load_inflight_state	1	4	unnamed-fn-caller
B	src/services/discord/tmux_restart_handoff.rs:470	resume_aborted_restart_turn	resume_aborted_restart_turn → start_restart_handoff_from_state → clear_inflight_state → remove_file	예	restart handoff가 watcher 턴 행을 재생	D(drain)·G(재개)·C(custody)	자기 자신(무조건 clear)	누락	M1(fn)	start_restart_handoff_from_state	1	2	unnamed-fn-caller
B	src/services/discord/tmux_watcher.rs:388	tmux_output_watcher_with_restore	tmux_output_watcher_with_restore → poll_watcher_output_or_continue → refresh_watcher_turn_identity → load_inflight_state → backfill_finalizer_turn_id_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S12,S05(fn),S06(fn),S13(fn),S15(fn)	M15(fn),R11(fn)	poll_watcher_output_or_continue	1	6	unnamed-fn-caller
B	src/services/discord/tmux_watcher.rs:463	tmux_output_watcher_with_restore	tmux_output_watcher_with_restore → load_inflight_state → backfill_finalizer_turn_id_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S12,S05(fn),S06(fn),S13(fn),S15(fn)	M15(fn),R11(fn)	load_inflight_state	1	4	unnamed-fn-caller
B	src/services/discord/tmux_watcher.rs:586	tmux_output_watcher_with_restore	tmux_output_watcher_with_restore → handle_no_result_exits → clear_inflight_state_if_matches_identity_turn_nonce → clear_inflight_state_if_matches_identity_turn_nonce_in_root → clear_inflight_state_if_matches_identity_turn_nonce_impl_in_root → remove_identity_matched_state → remove_file	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S05(fn),S06(fn),S12(fn),S13(fn),S15(fn)	M15(fn),R11(fn)	handle_no_result_exits	1	5	unnamed-fn-caller
B	src/services/discord/tmux_watcher.rs:726	tmux_output_watcher_with_restore	tmux_output_watcher_with_restore → run_terminal_preflight_prepare → cleanup_orphan_external_input_status_panel → clear_status_panel_if_current → clear_status_panel_if_current_in_root → persist_under_lock → persist_under_lock_inner → atomic_write	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S05(fn),S06(fn),S12(fn),S13(fn),S15(fn)	M15(fn),R11(fn)	run_terminal_preflight_prepare	1	6	unnamed-fn-caller
B	src/services/discord/tmux_watcher.rs:1043	tmux_output_watcher_with_restore	tmux_output_watcher_with_restore → persist_watcher_relay_watermark_locked → persist_watcher_relay_watermark_locked_in_root → persist_under_lock → persist_under_lock_inner → atomic_write	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S05(fn),S06(fn),S12(fn),S13(fn),S15(fn)	M15(fn),R11(fn)	persist_watcher_relay_watermark_locked	1	4	wrapper-call
B	src/services/discord/tmux_watcher.rs:1123	tmux_output_watcher_with_restore	tmux_output_watcher_with_restore → apply_watcher_direct_fallback_send → persist_watcher_relay_watermark_locked → persist_watcher_relay_watermark_locked_in_root → persist_under_lock → persist_under_lock_inner → atomic_write	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S05(fn),S06(fn),S12(fn),S13(fn),S15(fn)	M15(fn),R11(fn)	apply_watcher_direct_fallback_send	1	5	unnamed-fn-caller
B	src/services/discord/tmux_watcher.rs:1399	tmux_output_watcher_with_restore	tmux_output_watcher_with_restore → mark_watcher_terminal_delivery_committed → commit_watcher_terminal_delivery_locked → commit_watcher_terminal_delivery_locked_in_root → persist_under_lock → persist_under_lock_inner → atomic_write	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S05(fn),S06(fn),S12(fn),S13(fn),S15(fn)	M15(fn),R11(fn)	mark_watcher_terminal_delivery_committed	1	5	wrapper-call
B	src/services/discord/tmux_watcher.rs:1643	tmux_output_watcher_with_restore	tmux_output_watcher_with_restore → load_inflight_state → backfill_finalizer_turn_id_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S05(fn),S06(fn),S12(fn),S13(fn),S15(fn)	M15(fn),R11(fn)	load_inflight_state	2	4	unnamed-fn-caller
B	src/services/discord/tmux_watcher.rs:1968	tmux_output_watcher_with_restore	tmux_output_watcher_with_restore → load_inflight_state → backfill_finalizer_turn_id_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S05(fn),S06(fn),S12(fn),S13(fn),S15(fn)	M15(fn),R11(fn)	load_inflight_state	3	4	unnamed-fn-caller
B	src/services/discord/tmux_watcher.rs:2392	tmux_output_watcher_with_restore	tmux_output_watcher_with_restore → run_terminal_commit_epilogue → clear_inflight_state_if_matches_identity_turn_nonce → clear_inflight_state_if_matches_identity_turn_nonce_in_root → clear_inflight_state_if_matches_identity_turn_nonce_impl_in_root → remove_identity_matched_state → remove_file	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S05(fn),S06(fn),S12(fn),S13(fn),S15(fn)	M15(fn),R11(fn)	run_terminal_commit_epilogue	1	5	wrapper-call
B	src/services/discord/tmux_watcher.rs:2509	tmux_output_watcher_with_restore	tmux_output_watcher_with_restore → run_post_stream_exit → emit_explicit_inflight_cleanup_signal_pane_dead → clear_inflight_state_if_matches_identity → clear_inflight_state_if_matches_identity_returning_row → clear_inflight_state_if_matches_identity_returning_row_in_root → remove_identity_matched_state → remove_file	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S05(fn),S06(fn),S12(fn),S13(fn),S15(fn)	M15(fn),R11(fn)	run_post_stream_exit	1	6	unnamed-fn-caller
B	src/services/discord/tmux_watcher/commit_decisions.rs:66	mark_watcher_terminal_delivery_committed	mark_watcher_terminal_delivery_committed → commit_watcher_terminal_delivery_locked → commit_watcher_terminal_delivery_locked_in_root → persist_under_lock → persist_under_lock_inner → atomic_write	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	commit_watcher_terminal_delivery_locked	1	4	wrapper-call
B	src/services/discord/tmux_watcher/committed_placeholder_cleanup.rs:129	reconcile_confirmed_preview	reconcile_confirmed_preview → load_inflight_state → backfill_finalizer_turn_id_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	load_inflight_state	1	4	unnamed-fn-caller
B	src/services/discord/tmux_watcher/completion_gate.rs:167	run_tui_completion_gate	run_tui_completion_gate → load_inflight_state → backfill_finalizer_turn_id_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	load_inflight_state	1	4	unnamed-fn-caller
B	src/services/discord/tmux_watcher/completion_producer.rs:28	release_restored_watcher_active_turn_before_panel_edit	release_restored_watcher_active_turn_before_panel_edit → claim_normal_episode → clear_inflight_state_for_captured_episode → clear_inflight_state_if_matches_identity_turn_nonce_impl_in_root → remove_identity_matched_state → remove_file	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	claim_normal_episode	1	4	unnamed-fn-caller
B	src/services/discord/tmux_watcher/entry.rs:19	tmux_output_watcher	tmux_output_watcher → tmux_output_watcher_with_restore → persist_watcher_relay_watermark_locked → persist_watcher_relay_watermark_locked_in_root → persist_under_lock → persist_under_lock_inner → atomic_write	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	tmux_output_watcher_with_restore	1	5	unnamed-fn-caller
B	src/services/discord/tmux_watcher/entry.rs:70	restore_delivery_position	restore_delivery_position → load_inflight_state → backfill_finalizer_turn_id_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	load_inflight_state	1	4	unnamed-fn-caller
B	src/services/discord/tmux_watcher/jsonl_rotation/idle_gate.rs:178	collect_rotation_idle_evidence	collect_rotation_idle_evidence → load_inflight_state → backfill_finalizer_turn_id_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	load_inflight_state	1	4	unnamed-fn-caller
B	src/services/discord/tmux_watcher/liveness.rs:23	commit_watcher_direct_terminal_session_idle	commit_watcher_direct_terminal_session_idle → load_inflight_state → backfill_finalizer_turn_id_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	load_inflight_state	1	4	unnamed-fn-caller
B	src/services/discord/tmux_watcher/liveness.rs:536	reacquire_watcher_inflight_for_active_stream	reacquire_watcher_inflight_for_active_stream → save_inflight_state_if_absent → save_inflight_state_if_absent_in_root → atomic_write(fn값)	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S02	-	save_inflight_state_if_absent	1	2	wrapper-call
B	src/services/discord/tmux_watcher/loop_poll_prologue.rs:196	poll_watcher_output_or_continue	poll_watcher_output_or_continue → refresh_watcher_turn_identity → load_inflight_state → backfill_finalizer_turn_id_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S02(fn)	-	refresh_watcher_turn_identity	1	5	wrapper-call
B	src/services/discord/tmux_watcher/loop_poll_prologue.rs:463	poll_watcher_output_or_continue	poll_watcher_output_or_continue → load_inflight_state → backfill_finalizer_turn_id_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S02(fn)	-	load_inflight_state	1	4	unnamed-fn-caller
B	src/services/discord/tmux_watcher/loop_poll_prologue.rs:536	poll_watcher_output_or_continue	poll_watcher_output_or_continue → reacquire_watcher_inflight_for_active_stream → save_inflight_state_if_absent → save_inflight_state_if_absent_in_root → atomic_write(fn값)	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S02	-	reacquire_watcher_inflight_for_active_stream	1	3	unnamed-fn-caller
B	src/services/discord/tmux_watcher/no_result_exits.rs:129	handle_no_result_exits	handle_no_result_exits → load_inflight_state → backfill_finalizer_turn_id_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	load_inflight_state	1	4	unnamed-fn-caller
B	src/services/discord/tmux_watcher/no_result_exits.rs:260	handle_no_result_exits	handle_no_result_exits → reclaim_orphan_external_input_placeholder → clear_current_msg_if_matches → clear_current_msg_if_matches_in_root → persist_under_lock → persist_under_lock_inner → atomic_write	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	reclaim_orphan_external_input_placeholder	1	5	unnamed-fn-caller
B	src/services/discord/tmux_watcher/no_result_exits.rs:291	handle_no_result_exits	handle_no_result_exits → cleanup_orphan_external_input_status_panel → clear_status_panel_if_current → clear_status_panel_if_current_in_root → persist_under_lock → persist_under_lock_inner → atomic_write	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	cleanup_orphan_external_input_status_panel	1	5	wrapper-call
B	src/services/discord/tmux_watcher/no_result_exits.rs:420	handle_no_result_exits	handle_no_result_exits → clear_inflight_state_if_matches_identity_turn_nonce → clear_inflight_state_if_matches_identity_turn_nonce_in_root → clear_inflight_state_if_matches_identity_turn_nonce_impl_in_root → remove_identity_matched_state → remove_file	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	clear_inflight_state_if_matches_identity_turn_nonce	1	4	wrapper-call
B	src/services/discord/tmux_watcher/no_result_exits.rs:663	handle_no_result_exits	handle_no_result_exits → finalize_pinned_watcher_exit → clear_inflight_state_if_matches_identity → clear_inflight_state_if_matches_identity_returning_row → clear_inflight_state_if_matches_identity_returning_row_in_root → remove_identity_matched_state → remove_file	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	finalize_pinned_watcher_exit	1	5	wrapper-call
B	src/services/discord/tmux_watcher/orphan_status_panel_cleanup.rs:98	cleanup_orphan_external_input_status_panel	cleanup_orphan_external_input_status_panel → clear_status_panel_if_current → clear_status_panel_if_current_in_root → persist_under_lock → persist_under_lock_inner → atomic_write	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	clear_status_panel_if_current	1	4	wrapper-call
B	src/services/discord/tmux_watcher/panel_decisions.rs:237	watcher_external_input_turn_abandoned	watcher_external_input_turn_abandoned → load_inflight_state → backfill_finalizer_turn_id_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	load_inflight_state	1	4	unnamed-fn-caller
B	src/services/discord/tmux_watcher/placeholder_reclaim.rs:51	reclaim_orphan_external_input_placeholder	reclaim_orphan_external_input_placeholder → load_inflight_state → backfill_finalizer_turn_id_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	load_inflight_state	1	4	unnamed-fn-caller
B	src/services/discord/tmux_watcher/placeholder_reclaim.rs:120	reclaim_orphan_external_input_placeholder	reclaim_orphan_external_input_placeholder → clear_current_msg_if_matches → clear_current_msg_if_matches_in_root → persist_under_lock → persist_under_lock_inner → atomic_write	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	clear_current_msg_if_matches	1	4	wrapper-call
B	src/services/discord/tmux_watcher/post_stream_exit.rs:117	run_post_stream_exit	run_post_stream_exit → emit_explicit_inflight_cleanup_signal_pane_dead → clear_inflight_state_if_matches_identity → clear_inflight_state_if_matches_identity_returning_row → clear_inflight_state_if_matches_identity_returning_row_in_root → remove_identity_matched_state → remove_file	예	TUI-direct watcher relay	D(drain)·C(custody)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S16	-	emit_explicit_inflight_cleanup_signal_pane_dead	1	5	wrapper-call
B	src/services/discord/tmux_watcher/post_stream_exit.rs:213	run_post_stream_exit	run_post_stream_exit → load_inflight_state → backfill_finalizer_turn_id_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write	예	TUI-direct watcher relay	D(drain)·C(custody)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S16(fn)	-	load_inflight_state	1	4	unnamed-fn-caller
